Meses,Producto,Region,Año,Valor
Abril,Leche cultivada (Litros),Metropolitana,2015,1111746
Mayo,Leche cultivada (Litros),Metropolitana,2015,906955
Junio,Leche cultivada (Litros),Metropolitana,2015,953847
Julio,Leche cultivada (Litros),Metropolitana,2015,906076
Agosto,Leche cultivada (Litros),Metropolitana,2015,927293
Septiembre,Leche cultivada (Litros),Metropolitana,2015,1011140
Octubre,Leche cultivada (Litros),Metropolitana,2015,1098478
Noviembre,Leche cultivada (Litros),Metropolitana,2015,837686
Diciembre,Leche cultivada (Litros),Metropolitana,2015,1146344
Enero,Leche cultivada (Litros),Ñuble,2015,0
Febrero,Leche cultivada (Litros),Ñuble,2015,0
Marzo,Leche cultivada (Litros),Ñuble,2015,0
Abril,Leche cultivada (Litros),Ñuble,2015,0
Mayo,Leche cultivada (Litros),Ñuble,2015,0
Junio,Leche cultivada (Litros),Ñuble,2015,0
Julio,Leche cultivada (Litros),Ñuble,2015,0
Agosto,Leche cultivada (Litros),Ñuble,2015,0
Septiembre,Leche cultivada (Litros),Ñuble,2015,0
Octubre,Leche cultivada (Litros),Ñuble,2015,0
Noviembre,Leche cultivada (Litros),Ñuble,2015,0
Diciembre,Leche cultivada (Litros),Ñuble,2015,0
Enero,Leche cultivada (Litros),Biobío,2015,87611
Febrero,Leche cultivada (Litros),Biobío,2015,78847
Marzo,Leche cultivada (Litros),Biobío,2015,89281
Abril,Leche cultivada (Litros),Biobío,2015,68486
Mayo,Leche cultivada (Litros),Biobío,2015,51468
Junio,Leche cultivada (Litros),Biobío,2015,60390
Julio,Leche cultivada (Litros),Biobío,2015,58481
Agosto,Leche cultivada (Litros),Biobío,2015,49265
Septiembre,Leche cultivada (Litros),Biobío,2015,71063
Octubre,Leche cultivada (Litros),Biobío,2015,61556
Noviembre,Leche cultivada (Litros),Biobío,2015,55271
Diciembre,Leche cultivada (Litros),Biobío,2015,65918
Enero,Leche cultivada (Litros),Los Ríos,2015,0
Febrero,Leche cultivada (Litros),Los Ríos,2015,0
Marzo,Leche cultivada (Litros),Los Ríos,2015,0
Abril,Leche cultivada (Litros),Los Ríos,2015,0
Mayo,Leche cultivada (Litros),Los Ríos,2015,0
Junio,Leche cultivada (Litros),Los Ríos,2015,0
Julio,Leche cultivada (Litros),Los Ríos,2015,0
Agosto,Leche cultivada (Litros),Los Ríos,2015,0
Septiembre,Leche cultivada (Litros),Los Ríos,2015,0
Octubre,Leche cultivada (Litros),Los Ríos,2015,0
Noviembre,Leche cultivada (Litros),Los Ríos,2015,0
Diciembre,Leche cultivada (Litros),Los Ríos,2015,0
Enero,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1936136
Febrero,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1468575
Marzo,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1428626
Abril,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1738846
Mayo,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1796908
Junio,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1526469
Julio,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,580536
Agosto,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1875196
Septiembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1797846
Octubre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,2435083
Noviembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,1912724
Diciembre,Leche en polvo 12 % m.g. (Kilos),Los Lagos,2015,2389969
Enero,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Febrero,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Marzo,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Abril,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Mayo,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Junio,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Julio,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Agosto,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Octubre,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),Biobío,2015,0
Enero,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Febrero,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Marzo,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Abril,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Mayo,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Junio,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Julio,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Agosto,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Octubre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),La Araucanía,2015,0
Enero,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Febrero,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Marzo,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Abril,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Mayo,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Junio,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Julio,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Agosto,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Septiembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Octubre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Noviembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Diciembre,Leche en polvo 18 % m.g. (Kilos),Los Ríos,2015,0
Enero,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,692663
Febrero,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,489508
Marzo,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,364227
Abril,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,207719
Mayo,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,208962
Junio,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,497508
Julio,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,502540
Agosto,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,295818
Septiembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,256852
Octubre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,611283
Noviembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,465641
Diciembre,Leche en polvo 18 % m.g. (Kilos),Los Lagos,2015,680511
Enero,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Febrero,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Marzo,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Abril,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Mayo,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Junio,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Julio,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Agosto,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Septiembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Octubre,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Noviembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Diciembre,Leche en polvo 26 % m.g. (Kilos),Biobío,2015,0
Enero,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,397275
Febrero,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,66200
Marzo,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Abril,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,26050
Mayo,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Junio,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Julio,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Agosto,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Septiembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Octubre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Noviembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Diciembre,Leche en polvo 26 % m.g. (Kilos),La Araucanía,2015,0
Enero,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,1542300
Febrero,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,441625
Marzo,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,0
Abril,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,0
Mayo,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,696675
Junio,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,783650
Julio,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,0
Agosto,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,90875
Septiembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,1117400
Octubre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,1245050
Noviembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,1813700
Diciembre,Leche en polvo 26 % m.g. (Kilos),Los Ríos,2015,820775
Enero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,3713538
Febrero,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,1675411
Marzo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,1135412
Abril,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,1031406
Mayo,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,1003645
Junio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,1120403
Julio,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,573433
Agosto,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,901257
Septiembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,2512291
Octubre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,3432947
Noviembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,2704970
Diciembre,Leche en polvo 26 % m.g. (Kilos),Los Lagos,2015,3430534
Enero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Febrero,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Marzo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Abril,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Mayo,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Junio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Julio,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Agosto,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Octubre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),Metropolitana,2015,0
Enero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Febrero,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Marzo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Abril,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Mayo,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Junio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Julio,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Agosto,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Octubre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Noviembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Diciembre,Leche en polvo 28 % m.g. (Kilos),La Araucanía,2015,0
Enero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,484775
Febrero,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,188750
Marzo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,124200
Abril,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,0
Mayo,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,6550
Junio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,30325
Julio,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,114425
Agosto,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,0
Septiembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,21225
Octubre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,192325
Noviembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,216250
Diciembre,Leche en polvo 28 % m.g. (Kilos),Los Lagos,2015,133725
Enero,Leche en polvo descremada (Kilos),Biobío,2015,0
Febrero,Leche en polvo descremada (Kilos),Biobío,2015,0
Marzo,Leche en polvo descremada (Kilos),Biobío,2015,0
Abril,Leche en polvo descremada (Kilos),Biobío,2015,0
Mayo,Leche en polvo descremada (Kilos),Biobío,2015,0
Junio,Leche en polvo descremada (Kilos),Biobío,2015,0
Julio,Leche en polvo descremada (Kilos),Biobío,2015,0
Agosto,Leche en polvo descremada (Kilos),Biobío,2015,0
Septiembre,Leche en polvo descremada (Kilos),Biobío,2015,0
Octubre,Leche en polvo descremada (Kilos),Biobío,2015,0
Noviembre,Leche en polvo descremada (Kilos),Biobío,2015,0
Diciembre,Leche en polvo descremada (Kilos),Biobío,2015,0
Enero,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Febrero,Leche en polvo descremada (Kilos),La Araucanía,2015,4800
Marzo,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Abril,Leche en polvo descremada (Kilos),La Araucanía,2015,8075
Mayo,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Junio,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Julio,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Agosto,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Septiembre,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Octubre,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Noviembre,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Diciembre,Leche en polvo descremada (Kilos),La Araucanía,2015,0
Enero,Leche en polvo descremada (Kilos),Los Ríos,2015,118975
Febrero,Leche en polvo descremada (Kilos),Los Ríos,2015,273325
Marzo,Leche en polvo descremada (Kilos),Los Ríos,2015,0
Abril,Leche en polvo descremada (Kilos),Los Ríos,2015,0
Mayo,Leche en polvo descremada (Kilos),Los Ríos,2015,0
Junio,Leche en polvo descremada (Kilos),Los Ríos,2015,0
Julio,Leche en polvo descremada (Kilos),Los Ríos,2015,191350
Agosto,Leche en polvo descremada (Kilos),Los Ríos,2015,251175
Septiembre,Leche en polvo descremada (Kilos),Los Ríos,2015,0
Octubre,Leche en polvo descremada (Kilos),Los Ríos,2015,556400
Noviembre,Leche en polvo descremada (Kilos),Los Ríos,2015,217350
Diciembre,Leche en polvo descremada (Kilos),Los Ríos,2015,789300
Enero,Leche en polvo descremada (Kilos),Los Lagos,2015,2375309
Febrero,Leche en polvo descremada (Kilos),Los Lagos,2015,2064846
Marzo,Leche en polvo descremada (Kilos),Los Lagos,2015,2311473
Abril,Leche en polvo descremada (Kilos),Los Lagos,2015,2046044
Mayo,Leche en polvo descremada (Kilos),Los Lagos,2015,1833344
Junio,Leche en polvo descremada (Kilos),Los Lagos,2015,1923242
Julio,Leche en polvo descremada (Kilos),Los Lagos,2015,1909810
Agosto,Leche en polvo descremada (Kilos),Los Lagos,2015,1955468
Septiembre,Leche en polvo descremada (Kilos),Los Lagos,2015,2273957
Octubre,Leche en polvo descremada (Kilos),Los Lagos,2015,2862361
Noviembre,Leche en polvo descremada (Kilos),Los Lagos,2015,1033965
Diciembre,Leche en polvo descremada (Kilos),Los Lagos,2015,2351845
Enero,Leche esterilizada con sabor (Litros),Metropolitana,2015,5284760
Febrero,Leche esterilizada con sabor (Litros),Metropolitana,2015,5275800
Marzo,Leche esterilizada con sabor (Litros),Metropolitana,2015,5401240
Abril,Leche esterilizada con sabor (Litros),Metropolitana,2015,4951540
Mayo,Leche esterilizada con sabor (Litros),Metropolitana,2015,4957570
Junio,Leche esterilizada con sabor (Litros),Metropolitana,2015,5013640
Julio,Leche esterilizada con sabor (Litros),Metropolitana,2015,4935570
Agosto,Leche esterilizada con sabor (Litros),Metropolitana,2015,3223640
Septiembre,Leche esterilizada con sabor (Litros),Metropolitana,2015,4466000
Octubre,Leche esterilizada con sabor (Litros),Metropolitana,2015,4458400
Noviembre,Leche esterilizada con sabor (Litros),Metropolitana,2015,3516980
Diciembre,Leche esterilizada con sabor (Litros),Metropolitana,2015,3665050
Enero,Leche esterilizada con sabor (Litros),Biobío,2015,0
Febrero,Leche esterilizada con sabor (Litros),Biobío,2015,0
Marzo,Leche esterilizada con sabor (Litros),Biobío,2015,0
Abril,Leche esterilizada con sabor (Litros),Biobío,2015,0
Mayo,Leche esterilizada con sabor (Litros),Biobío,2015,0
Junio,Leche esterilizada con sabor (Litros),Biobío,2015,0
Julio,Leche esterilizada con sabor (Litros),Biobío,2015,0
Agosto,Leche esterilizada con sabor (Litros),Biobío,2015,0
Septiembre,Leche esterilizada con sabor (Litros),Biobío,2015,0
Octubre,Leche esterilizada con sabor (Litros),Biobío,2015,0
Noviembre,Leche esterilizada con sabor (Litros),Biobío,2015,0
Diciembre,Leche esterilizada con sabor (Litros),Biobío,2015,0
Enero,Leche esterilizada con sabor (Litros),La Araucanía,2015,2943006
Febrero,Leche esterilizada con sabor (Litros),La Araucanía,2015,1135944
Marzo,Leche esterilizada con sabor (Litros),La Araucanía,2015,1554624
Abril,Leche esterilizada con sabor (Litros),La Araucanía,2015,2041344
Mayo,Leche esterilizada con sabor (Litros),La Araucanía,2015,2292528
Junio,Leche esterilizada con sabor (Litros),La Araucanía,2015,1877862
Julio,Leche esterilizada con sabor (Litros),La Araucanía,2015,1890336
Agosto,Leche esterilizada con sabor (Litros),La Araucanía,2015,2032206
Septiembre,Leche esterilizada con sabor (Litros),La Araucanía,2015,1768828
Octubre,Leche esterilizada con sabor (Litros),La Araucanía,2015,2415732
Noviembre,Leche esterilizada con sabor (Litros),La Araucanía,2015,1333842
Diciembre,Leche esterilizada con sabor (Litros),La Araucanía,2015,1193472
Enero,Leche esterilizada con sabor (Litros),Los Ríos,2015,2445485
Febrero,Leche esterilizada con sabor (Litros),Los Ríos,2015,3421247
Marzo,Leche esterilizada con sabor (Litros),Los Ríos,2015,2611644
Abril,Leche esterilizada con sabor (Litros),Los Ríos,2015,2362270
Mayo,Leche esterilizada con sabor (Litros),Los Ríos,2015,2598867
Junio,Leche esterilizada con sabor (Litros),Los Ríos,2015,2736610
Julio,Leche esterilizada con sabor (Litros),Los Ríos,2015,3689285
Agosto,Leche esterilizada con sabor (Litros),Los Ríos,2015,2435285
Septiembre,Leche esterilizada con sabor (Litros),Los Ríos,2015,2488286
Octubre,Leche esterilizada con sabor (Litros),Los Ríos,2015,2670086
Noviembre,Leche esterilizada con sabor (Litros),Los Ríos,2015,2681062
Diciembre,Leche esterilizada con sabor (Litros),Los Ríos,2015,1987445
Enero,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Febrero,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Marzo,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Abril,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Mayo,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Junio,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Julio,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Agosto,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Septiembre,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Octubre,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Noviembre,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Diciembre,Leche esterilizada con sabor (Litros),Los Lagos,2015,0
Enero,Leche esterilizada descremada (Litros),Metropolitana,2015,2934410
Febrero,Leche esterilizada descremada (Litros),Metropolitana,2015,2218590
Marzo,Leche esterilizada descremada (Litros),Metropolitana,2015,2305040
Abril,Leche esterilizada descremada (Litros),Metropolitana,2015,3965730
Mayo,Leche esterilizada descremada (Litros),Metropolitana,2015,3092750
Junio,Leche esterilizada descremada (Litros),Metropolitana,2015,1695360
Julio,Leche esterilizada descremada (Litros),Metropolitana,2015,1631090
Agosto,Leche esterilizada descremada (Litros),Metropolitana,2015,1627260
Septiembre,Leche esterilizada descremada (Litros),Metropolitana,2015,1830380
Octubre,Leche esterilizada descremada (Litros),Metropolitana,2015,2035200
Noviembre,Leche esterilizada descremada (Litros),Metropolitana,2015,1808060
Diciembre,Leche esterilizada descremada (Litros),Metropolitana,2015,1950440
Enero,Leche esterilizada descremada (Litros),La Araucanía,2015,1316704
Febrero,Leche esterilizada descremada (Litros),La Araucanía,2015,2052300
Marzo,Leche esterilizada descremada (Litros),La Araucanía,2015,2207382
Abril,Leche esterilizada descremada (Litros),La Araucanía,2015,2333316
Mayo,Leche esterilizada descremada (Litros),La Araucanía,2015,2004654
Junio,Leche esterilizada descremada (Litros),La Araucanía,2015,2829726
Julio,Leche esterilizada descremada (Litros),La Araucanía,2015,2557764
Agosto,Leche esterilizada descremada (Litros),La Araucanía,2015,2633592
Septiembre,Leche esterilizada descremada (Litros),La Araucanía,2015,4108654
Octubre,Leche esterilizada descremada (Litros),La Araucanía,2015,2310834
Noviembre,Leche esterilizada descremada (Litros),La Araucanía,2015,2956308
Diciembre,Leche esterilizada descremada (Litros),La Araucanía,2015,2936478
Enero,Leche esterilizada descremada (Litros),Los Ríos,2015,2548711
Febrero,Leche esterilizada descremada (Litros),Los Ríos,2015,1560533
Marzo,Leche esterilizada descremada (Litros),Los Ríos,2015,1268328
Abril,Leche esterilizada descremada (Litros),Los Ríos,2015,2173186
Mayo,Leche esterilizada descremada (Litros),Los Ríos,2015,2199702
Junio,Leche esterilizada descremada (Litros),Los Ríos,2015,2362678
Julio,Leche esterilizada descremada (Litros),Los Ríos,2015,1821794
Agosto,Leche esterilizada descremada (Litros),Los Ríos,2015,1955338
Septiembre,Leche esterilizada descremada (Litros),Los Ríos,2015,1979496
Octubre,Leche esterilizada descremada (Litros),Los Ríos,2015,2376521
Noviembre,Leche esterilizada descremada (Litros),Los Ríos,2015,1629415
Diciembre,Leche esterilizada descremada (Litros),Los Ríos,2015,2327254
Enero,Leche esterilizada descremada (Litros),Los Lagos,2015,331770
Febrero,Leche esterilizada descremada (Litros),Los Lagos,2015,84750
Marzo,Leche esterilizada descremada (Litros),Los Lagos,2015,23250
Abril,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Mayo,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Junio,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Julio,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Agosto,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Septiembre,Leche esterilizada descremada (Litros),Los Lagos,2015,0
Octubre,Leche esterilizada descremada (Litros),Los Lagos,2015,44730
Noviembre,Leche esterilizada descremada (Litros),Los Lagos,2015,38700
Diciembre,Leche esterilizada descremada (Litros),Los Lagos,2015,18690
Enero,Leche esterilizada entera (Litros),Metropolitana,2015,7703150
Febrero,Leche esterilizada entera (Litros),Metropolitana,2015,7556625
Marzo,Leche esterilizada entera (Litros),Metropolitana,2015,8790628
Abril,Leche esterilizada entera (Litros),Metropolitana,2015,8434546
Mayo,Leche esterilizada entera (Litros),Metropolitana,2015,9550001
Junio,Leche esterilizada entera (Litros),Metropolitana,2015,8013136
Julio,Leche esterilizada entera (Litros),Metropolitana,2015,8142746
Agosto,Leche esterilizada entera (Litros),Metropolitana,2015,9037994
Septiembre,Leche esterilizada entera (Litros),Metropolitana,2015,8485155
Octubre,Leche esterilizada entera (Litros),Metropolitana,2015,8919683
Noviembre,Leche esterilizada entera (Litros),Metropolitana,2015,7693771
Diciembre,Leche esterilizada entera (Litros),Metropolitana,2015,8716648
Enero,Leche esterilizada entera (Litros),Ñuble,2015,0
Febrero,Leche esterilizada entera (Litros),Ñuble,2015,0
Marzo,Leche esterilizada entera (Litros),Ñuble,2015,0
Abril,Leche esterilizada entera (Litros),Ñuble,2015,0
Mayo,Leche esterilizada entera (Litros),Ñuble,2015,0
Junio,Leche esterilizada entera (Litros),Ñuble,2015,0
Julio,Leche esterilizada entera (Litros),Ñuble,2015,0
Agosto,Leche esterilizada entera (Litros),Ñuble,2015,0
Septiembre,Leche esterilizada entera (Litros),Ñuble,2015,0
Octubre,Leche esterilizada entera (Litros),Ñuble,2015,0
Noviembre,Leche esterilizada entera (Litros),Ñuble,2015,0
Diciembre,Leche esterilizada entera (Litros),Ñuble,2015,0
Enero,Leche esterilizada entera (Litros),Biobío,2015,1756734
Febrero,Leche esterilizada entera (Litros),Biobío,2015,1091814
Marzo,Leche esterilizada entera (Litros),Biobío,2015,1153974
Abril,Leche esterilizada entera (Litros),Biobío,2015,1481286
Mayo,Leche esterilizada entera (Litros),Biobío,2015,1456518
Junio,Leche esterilizada entera (Litros),Biobío,2015,1716846
Julio,Leche esterilizada entera (Litros),Biobío,2015,1879464
Agosto,Leche esterilizada entera (Litros),Biobío,2015,1695624
Septiembre,Leche esterilizada entera (Litros),Biobío,2015,1949964
Octubre,Leche esterilizada entera (Litros),Biobío,2015,1883106
Noviembre,Leche esterilizada entera (Litros),Biobío,2015,1959282
Diciembre,Leche esterilizada entera (Litros),Biobío,2015,1760172
Enero,Leche esterilizada entera (Litros),La Araucanía,2015,3579138
Febrero,Leche esterilizada entera (Litros),La Araucanía,2015,2757888
Marzo,Leche esterilizada entera (Litros),La Araucanía,2015,3559836
Abril,Leche esterilizada entera (Litros),La Araucanía,2015,2764632
Mayo,Leche esterilizada entera (Litros),La Araucanía,2015,3587724
Junio,Leche esterilizada entera (Litros),La Araucanía,2015,3333366
Julio,Leche esterilizada entera (Litros),La Araucanía,2015,4139568
Agosto,Leche esterilizada entera (Litros),La Araucanía,2015,4615080
Septiembre,Leche esterilizada entera (Litros),La Araucanía,2015,4300880
Octubre,Leche esterilizada entera (Litros),La Araucanía,2015,5270826
Noviembre,Leche esterilizada entera (Litros),La Araucanía,2015,3998796
Diciembre,Leche esterilizada entera (Litros),La Araucanía,2015,4144650
Enero,Leche esterilizada entera (Litros),Los Ríos,2015,5788886
Febrero,Leche esterilizada entera (Litros),Los Ríos,2015,3413990
Marzo,Leche esterilizada entera (Litros),Los Ríos,2015,4141471
Abril,Leche esterilizada entera (Litros),Los Ríos,2015,4718822
Mayo,Leche esterilizada entera (Litros),Los Ríos,2015,4723509
Junio,Leche esterilizada entera (Litros),Los Ríos,2015,4082061
Julio,Leche esterilizada entera (Litros),Los Ríos,2015,4118290
Agosto,Leche esterilizada entera (Litros),Los Ríos,2015,4711516
